"","Count","Words"
"agreed that",289,"agreed that"
"in missouri",289,"in missouri"
"in getting",289,"in getting"
"imagine how",289,"imagine how"
"were talking",289,"were talking"
"by another",289,"by another"
"world with",289,"world with"
"bill is",289,"bill is"
"closed the",289,"closed the"
"a tool",289,"a tool"
"book but",289,"book but"
"be when",289,"be when"
"use as",289,"use as"
"well then",289,"well then"
"the camp",289,"the camp"
"on down",289,"on down"
"up front",289,"up front"
"has so",289,"has so"
"blame the",289,"blame the"
"the bush",289,"the bush"
"sure about",289,"sure about"
"no big",289,"no big"
"been reading",289,"been reading"
"many are",289,"many are"
"up late",289,"up late"
"ticket to",289,"ticket to"
"disagree with",289,"disagree with"
"home was",289,"home was"
"had and",289,"had and"
"and education",289,"and education"
"loved to",289,"loved to"
"who makes",289,"who makes"
"honored to",289,"honored to"
"to california",289,"to california"
"the northeast",289,"the northeast"
"for but",289,"for but"
"both teams",289,"both teams"
"aims to",289,"aims to"
"nine years",289,"nine years"
"attorney for",289,"attorney for"
"monday in",289,"monday in"
"sure of",288,"sure of"
"and bought",288,"and bought"
"it get",288,"it get"
"my nose",288,"my nose"
"for ya",288,"for ya"
"in cash",288,"in cash"
"has decided",288,"has decided"
"interests of",288,"interests of"
"is officially",288,"is officially"
"the shadow",288,"the shadow"
"tradition of",288,"tradition of"
"a dollar",288,"a dollar"
"am getting",288,"am getting"
"journey to",288,"journey to"
"a pleasant",288,"a pleasant"
"as big",288,"as big"
"check back",288,"check back"
"we arrived",288,"we arrived"
"anytime soon",288,"anytime soon"
"adding to",288,"adding to"
"members are",288,"members are"
"would seem",288,"would seem"
"the trailer",288,"the trailer"
"talk and",288,"talk and"
"and special",288,"and special"
"very similar",288,"very similar"
"don't always",288,"don't always"
"until my",288,"until my"
"tonight we",288,"tonight we"
"her car",288,"her car"
"the dinner",288,"the dinner"
"the urge",288,"the urge"
"say how",288,"say how"
"a a",288,"a a"
"spring is",288,"spring is"
"as having",288,"as having"
"planned parenthood",288,"planned parenthood"
"year later",288,"year later"
"was unable",288,"was unable"
"model of",288,"model of"
"has written",288,"has written"
"just give",288,"just give"
"i'm writing",288,"i'm writing"
"seeks to",288,"seeks to"
"classes and",288,"classes and"
"cares about",288,"cares about"
"at these",288,"at these"
"allow me",288,"allow me"
"lets get",288,"lets get"
"council of",288,"council of"
"gets me",288,"gets me"
"radio station",288,"radio station"
"next couple",288,"next couple"
"united nations",288,"united nations"
"four hours",288,"four hours"
"where can",288,"where can"
"just woke",288,"just woke"
"website for",288,"website for"
"ohio and",288,"ohio and"
"the township",288,"the township"
"smell like",288,"smell like"
"the stretch",288,"the stretch"
"always thought",287,"always thought"
"miles to",287,"miles to"
"keep his",287,"keep his"
"getting on",287,"getting on"
"carry the",287,"carry the"
"she felt",287,"she felt"
"though not",287,"though not"
"we hear",287,"we hear"
"so grateful",287,"so grateful"
"the hunt",287,"the hunt"
"my hubby",287,"my hubby"
"to welcome",287,"to welcome"
"that keeps",287,"that keeps"
"just by",287,"just by"
"a french",287,"a french"
"allow for",287,"allow for"
"the device",287,"the device"
"don't just",287,"don't just"
"do believe",287,"do believe"
"now just",287,"now just"
"already a",287,"already a"
"killed it",287,"killed it"
"and second",287,"and second"
"a pain",287,"a pain"
"been no",287,"been no"
"he met",287,"he met"
"than other",287,"than other"
"dog is",287,"dog is"
"his decision",287,"his decision"
"et al",287,"et al"
"the jews",287,"the jews"
"be if",287,"be if"
"very welcome",287,"very welcome"
"to students",287,"to students"
"as ever",287,"as ever"
"appear on",287,"appear on"
"her voice",287,"her voice"
"the scale",287,"the scale"
"very least",287,"very least"
"show them",287,"show them"
"reached a",287,"reached a"
"things with",287,"things with"
"that man",287,"that man"
"of learning",287,"of learning"
"cash and",287,"cash and"
"plan was",287,"plan was"
"last friday",287,"last friday"
"we be",287,"we be"
"just happened",287,"just happened"
"no evidence",287,"no evidence"
"always do",287,"always do"
"would bring",287,"would bring"
"did with",287,"did with"
"one month",287,"one month"
"throw it",287,"throw it"
"say if",287,"say if"
"wide range",287,"wide range"
"and seven",287,"and seven"
"to is",287,"to is"
"home or",287,"home or"
"call in",287,"call in"
"of twitter",287,"of twitter"
"in columbus",287,"in columbus"
"the roster",287,"the roster"
"is hot",286,"is hot"
"this from",286,"this from"
"from god",286,"from god"
"little of",286,"little of"
"academy of",286,"academy of"
"is indeed",286,"is indeed"
"could hear",286,"could hear"
"working and",286,"working and"
"etc and",286,"etc and"
"and pretty",286,"and pretty"
"issue in",286,"issue in"
"may never",286,"may never"
"know him",286,"know him"
"doesn't take",286,"doesn't take"
"allows the",286,"allows the"
"old friend",286,"old friend"
"thinking and",286,"thinking and"
"is essential",286,"is essential"
"will he",286,"will he"
"she's the",286,"she's the"
"to london",286,"to london"
"character is",286,"character is"
"a service",286,"a service"
"she may",286,"she may"
"them of",286,"them of"
"answers to",286,"answers to"
"things out",286,"things out"
"the santa",286,"the santa"
"and brown",286,"and brown"
"april in",286,"april in"
"freedom to",286,"freedom to"
"job for",286,"job for"
"of fire",286,"of fire"
"you bring",286,"you bring"
"wait and",286,"wait and"
"for up",286,"for up"
"thursday the",286,"thursday the"
"of class",286,"of class"
"half hour",286,"half hour"
"his most",286,"his most"
"tonight the",286,"tonight the"
"been found",286,"been found"
"this state",286,"this state"
"school at",286,"school at"
"will serve",286,"will serve"
"back it",286,"back it"
"be seeing",286,"be seeing"
"on such",286,"on such"
"you found",286,"you found"
"walk through",286,"walk through"
"ordered a",286,"ordered a"
"pizza and",286,"pizza and"
"pretty awesome",286,"pretty awesome"
"need that",286,"need that"
"serious about",286,"serious about"
"quarter and",286,"quarter and"
"americans are",286,"americans are"
"tuesday in",286,"tuesday in"
"in oakland",286,"in oakland"
"wasn't that",285,"wasn't that"
"the faith",285,"the faith"
"we read",285,"we read"
"management and",285,"management and"
"question what",285,"question what"
"fond of",285,"fond of"
"and information",285,"and information"
"have noticed",285,"have noticed"
"the batter",285,"the batter"
"song of",285,"song of"
"for first",285,"for first"
"drive and",285,"drive and"
"what made",285,"what made"
"work was",285,"work was"
"it already",285,"it already"
"to combine",285,"to combine"
"an economic",285,"an economic"
"an officer",285,"an officer"
"us back",285,"us back"
"base and",285,"base and"
"give my",285,"give my"
"police have",285,"police have"
"company of",285,"company of"
"different things",285,"different things"
"more with",285,"more with"
"places and",285,"places and"
"her friend",285,"her friend"
"country music",285,"country music"
"i immediately",285,"i immediately"
"left hand",285,"left hand"
"around p.m",285,"around p.m"
"birthday is",285,"birthday is"
"another reason",285,"another reason"
"money that",285,"money that"
"need them",285,"need them"
"my top",285,"my top"
"yet he",285,"yet he"
"was fine",285,"was fine"
"helping the",285,"helping the"
"five times",285,"five times"
"to great",285,"to great"
"very true",285,"very true"
"all new",285,"all new"
"games at",285,"games at"
"that sucks",285,"that sucks"
"report to",285,"report to"
"not making",285,"not making"
"let's be",285,"let's be"
"hit it",285,"hit it"
"aren't you",285,"aren't you"
"that killed",285,"that killed"
"at lunch",285,"at lunch"
"cities and",285,"cities and"
"tonight to",285,"tonight to"
"threw a",285,"threw a"
"arrested on",285,"arrested on"
"said there's",285,"said there's"
"the milk",284,"the milk"
"to several",284,"to several"
"was hired",284,"was hired"
"appreciate your",284,"appreciate your"
"back together",284,"back together"
"and first",284,"and first"
"we're so",284,"we're so"
"the trouble",284,"the trouble"
"it keeps",284,"it keeps"
"to acknowledge",284,"to acknowledge"
"with children",284,"with children"
"would really",284,"would really"
"is basically",284,"is basically"
"world a",284,"world a"
"world trade",284,"world trade"
"love what",284,"love what"
"just waiting",284,"just waiting"
"to impress",284,"to impress"
"police to",284,"police to"
"the criminal",284,"the criminal"
"far in",284,"far in"
"they cannot",284,"they cannot"
"for god",284,"for god"
"the pilot",284,"the pilot"
"executive of",284,"executive of"
"in pain",284,"in pain"
"apparently the",284,"apparently the"
"with local",284,"with local"
"them together",284,"them together"
"here a",284,"here a"
"promises to",284,"promises to"
"that began",284,"that began"
"the voters",284,"the voters"
"works out",284,"works out"
"hall and",284,"hall and"
"interviews with",284,"interviews with"
"public relations",284,"public relations"
"stands for",284,"stands for"
"is saying",284,"is saying"
"a chair",284,"a chair"
"where your",284,"where your"
"by police",284,"by police"
"the illinois",284,"the illinois"
"to mr",284,"to mr"
"the mound",284,"the mound"
"the spurs",284,"the spurs"
"this piece",283,"this piece"
"challenge the",283,"challenge the"
"important part",283,"important part"
"or take",283,"or take"
"pressure to",283,"pressure to"
"national security",283,"national security"
"oklahoma city",283,"oklahoma city"
"present in",283,"present in"
"to bake",283,"to bake"
"around his",283,"around his"
"liked to",283,"liked to"
"writer and",283,"writer and"
"was sold",283,"was sold"
"and michael",283,"and michael"
"what our",283,"what our"
"captain america",283,"captain america"
"the hills",283,"the hills"
"a laugh",283,"a laugh"
"can save",283,"can save"
"i'm up",283,"i'm up"
"well have",283,"well have"
"like i've",283,"like i've"
"face in",283,"face in"
"case to",283,"case to"
"a journey",283,"a journey"
"is left",283,"is left"
"to resolve",283,"to resolve"
"have fallen",283,"have fallen"
"or worse",283,"or worse"
"the all",283,"the all"
"be you",283,"be you"
"your future",283,"your future"
"essential to",283,"essential to"
"ten minutes",283,"ten minutes"
"the remainder",283,"the remainder"
"the essence",283,"the essence"
"and hot",283,"and hot"
"because their",283,"because their"
"be friends",283,"be friends"
"three more",283,"three more"
"into what",283,"into what"
"rise of",283,"rise of"
"falling in",283,"falling in"
"in places",283,"in places"
"shots and",283,"shots and"
"here today",283,"here today"
"have chosen",283,"have chosen"
"over all",283,"over all"
"he lost",283,"he lost"
"toward a",283,"toward a"
"we're getting",283,"we're getting"
"your soul",283,"your soul"
"however if",283,"however if"
"every minute",283,"every minute"
"plan a",283,"plan a"
"a particularly",283,"a particularly"
"i'm proud",283,"i'm proud"
"move into",283,"move into"
"really does",283,"really does"
"the philippines",283,"the philippines"
"for college",283,"for college"
"a sports",283,"a sports"
"came the",283,"came the"
"the offer",283,"the offer"
"the poll",283,"the poll"
"concerned that",283,"concerned that"
"to generate",283,"to generate"
"a speech",283,"a speech"
"am glad",283,"am glad"
"ah i",283,"ah i"
"football and",283,"football and"
"tim tebow",283,"tim tebow"
"never say",283,"never say"
"u been",283,"u been"
"district judge",283,"district judge"
"so fucking",283,"so fucking"
"fell percent",283,"fell percent"
"indeed the",282,"indeed the"
"there must",282,"there must"
"photo shoot",282,"photo shoot"
"show us",282,"show us"
"was inspired",282,"was inspired"
"old friends",282,"old friends"
"that you've",282,"that you've"
"is limited",282,"is limited"
"a truck",282,"a truck"
"media is",282,"media is"
"the circle",282,"the circle"
"over from",282,"over from"
"hotel room",282,"hotel room"
"you become",282,"you become"
"not find",282,"not find"
"and talking",282,"and talking"
"intends to",282,"intends to"
"could still",282,"could still"
"ever made",282,"ever made"
"have loved",282,"have loved"
"hello to",282,"hello to"
"fine with",282,"fine with"
"and coming",282,"and coming"
"having trouble",282,"having trouble"
"experience that",282,"experience that"
"but while",282,"but while"
"night after",282,"night after"
"yes there",282,"yes there"
"option to",282,"option to"
"could it",282,"could it"
"potatoes and",282,"potatoes and"
"that although",282,"that although"
"we meet",282,"we meet"
"an older",282,"an older"
"the operation",282,"the operation"
"whether a",282,"whether a"
"turn up",282,"turn up"
"march to",282,"march to"
"to whom",282,"to whom"
"up its",282,"up its"
"makes no",282,"makes no"
"mind of",282,"mind of"
"the schedule",282,"the schedule"
"will lose",282,"will lose"
"also includes",282,"also includes"
"season as",282,"season as"
"received an",282,"received an"
"requests for",282,"requests for"
"take for",282,"take for"
